Open,High,Low,Close,Volume,moving_avg_50,moving_avg_100,Day,Days_to_election,Avg_month_temp,Avg_month_temp_dev,CCI,VIXCLS,Month_1,Month_2,Month_3,Month_4,Month_5,Month_6,Month_7,Month_8,Month_9,Month_10,Month_11,Month_12
-1.2618932399488518,-1.2823731136421335,-1.2442638950045817,-1.2578361631861508,-1.0437004645904047,,,0.7796143250688705,1.0,0.15990223582194737,0.74392492763852,1.1046749631333477,0.5130105055817543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-1.2641329336250766,-1.2697029064509662,-1.2744614738320659,-1.3053087942725443,-0.3131234165789442,,,0.7823691460055096,0.9990817263544536,0.15990223582194737,0.74392492763852,1.1046749631333477,0.8906026585190996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-1.3032054142393488,-1.3137048253923627,-1.3125098164498779,-1.3378878346521161,0.03541125666882179,,,0.7851239669421488,0.9981634527089073,0.15990223582194737,0.74392492763852,1.1046749631333477,0.9812247752240623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-1.327979174335534,-1.2634707777355367,-1.2927454566546266,-1.2357718540351061,0.18147783378712154,,,0.7878787878787878,0.997245179063361,0.15990223582194737,0.74392492763852,1.1046749631333477,0.4828031333467665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-1.2318480971455554,-1.2311404423983154,-1.2101413560829561,-1.2038821518016205,-0.03519477018600235,,,0.7906336088154271,0.9963269054178145,0.15990223582194737,0.74392492763852,1.1046749631333477,0.23107503138853633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-1.2064888613917766,-1.2280075656044698,-1.203770962378772,-1.201985838415261,-0.47771761262375395,,,0.7988980716253444,0.9935720844811754,0.15990223582194737,0.74392492763852,1.1046749631333477,0.21345406425146016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-1.2016649977512688,-1.2119283486320183,-1.1889651404607657,-1.2119492639191105,-0.4142641084242802,,,0.8016528925619835,0.9926538108356291,0.15990223582194737,0.74392492763852,1.1046749631333477,0.40728470275929723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-1.200493626078328,-1.2158879441774835,-1.22129752829525,-1.2527338797795005,0.011282264578483192,,,0.8044077134986225,0.9917355371900827,0.15990223582194737,0.74392492763852,1.1046749631333477,0.6464263996196157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-1.2404274955321761,-1.1565641804504172,-1.2052517559875748,-1.1369998793073315,1.164676811487252,,,0.8071625344352618,0.9908172635445363,0.15990223582194737,0.74392492763852,1.1046749631333477,0.08003817021359788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-1.1153196009877417,-1.07207148368066,-1.080226709912319,-1.0589480507150852,0.7016443257727127,,,0.8099173553719008,0.9898989898989898,0.15990223582194737,0.74392492763852,1.1046749631333477,0.08255545123318057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
